quote,author,category
"Do you enjoy your work? Are you happy to get out of bed each morning and dress for the office? If you answered ‘no’ to either of these questions, you are not alone. In a 2014 Conference Board survey, 52 per cent of Americans claimed to be unhappy at work and in a recent CIPD study 23 per cent of Britons claimed to be looking for a new job. In the same survey only about one-third claim to feel engaged with their work. You can see the effects of this in absence, stress and depression. In fact, you can see it in the rush hour in the tired and sad-looking faces of so many commuters.The majority of people I coach are unhappy or dissatisfied with their working lives. They describe their work in so many depressing ways – as ‘boring’, ‘tedious’, ‘mind-numbing’, ‘stressful’, ‘painful’ or even ‘scary’. I hear similar opinions as I travel the world from all types of people no matter what their background, education or choice of career.","Nigel Cumberland, 100 Things Successful People Do: Little Exercises for Successful Living","boredom, engagement, inspire, leadership, manage, manager, motivation, skills, success, work"
"An entrepreneur is a man who knows he can fail, but he does not accept to fail before he actually fails, and when he fails he learns from his errors and moves on.","Bangambiki Habyarimana, Pearls Of Eternity","achieve, achieve-your-dreams, achievement, achievement-and-attitude, achievement-quotes, achievements, achievements-success, achiever, achievers, afraid, afraid-of-failure, afraid-of-the-dark, afraid-quotes, afraid-to-fall, all-is-yours, bangambiki-habyarimana, believe-in-yourself, believe-in-yourself-quotes, create-your-future, create-your-life, create-your-reality, create-your-world, entrepreneur, entrepreneur-quote, entrepreneurial, entrepreneurship, entrepreneurship-quotes, entrepreneurship-training, error-humano, error-quotes, fail, failed, failing, failure-and-attitude, failure-quotes, failures, focus, focus-on-success, focus-on-the-prize-ahead, focus-on-your-dreams, focus-on-your-life, focused, focusing, goal-setting, goals, goals-and-dreams, goals-and-plans, goals-in-life, goals-quotes, inspirational, inspirational-attitude, inspirational-life, inspirational-living, inspirational-quote, inspirational-quotes, inspire, inspired, inspired-life, inspired-living, inspired-mind, inspired-quotes, inspired-soul, life-energy, motivate, motivate-myself, motivate-yourself, motivated, motivation, motivational, motivational-enlightenment, motivational-quote, motivational-quotes, positive, positive-attitude, positive-mindset, positive-motivation, positive-outlook, positive-quotes, positive-thinking, positive-thinking-quotes, positive-thought, positive-thoughts, succeed, succeeded, succeeding, succeeding-in-life, succeeds, success, success-quote, success-quotes, success-strategies, successful-living, successful-people, the-great-pearl-of-wisdom, win, winners, winners-and-losers, winners-mentality, winning, winning-and-losing, winning-attitude, winning-from-with-in, winning-from-within, winning-goal, winning-in-life, winning-mentality, winning-the-game, words-of-revelation, words-of-wisdom, words-of-wisdom-inspirational, words-to-inspire-you, words-to-live-by, words-to-ponder, you-are-a-god, you-are-great, you-are-powerful, you-are-the-universe, you-create-things-by-your-mouth"
"Everyday there will be an opportunity to Frown or to Smile, to Drown or to Dance, to be Sad or to be Glad. It's a Choice!",RVM,"inspiration, motivation"
"If you keep doing things that don't matter to you, you will not have time to do things that really do.",RVM,"inspiration, motivation"
Every great achiever knows the power of motivation.,Lailah Gifty Akita,"achiever, great, lailah-gifty-akita-affirmations, motivation, success"
"We have to do what is right, not what is easy nor what is popular.",Roy T. Bennett,"act, action, do, doing, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, right, truth, what-is-easy, what-is-popular, what-is-right"
"We love being mentally strong, but we hate situations that allow us to put our mental strength to good use.",Mokokoma Mokhonoana,"adversity, affliction, aphorism, aphorisms, aphorist, aphorists, austerity, be-determined, be-persistent, be-tenacious, carry-on, challenge, challenges, continue, deprivation, destitution, determination, difficult, difficulties, dire-straits, distress, doggedness, dream, dreamer, dreamers, endurance, entrepreneur, entrepreneurs, firmness, follow-through, funny, give-up, go-on, go-the-distance, hammer-away, hang-in-there, hang-on, hardship, hardships, hilarious, hold-on, humor, humorous, humour, impecuniousness, indefatigability, inspiration, inspire, intransigence, joke, jokes, keep-at-it, keep-going, keep-on, leave-no-stone-unturned, mental-strength, mentally-strong, misery, misfortune, motivate, motivation, need, neediness, never-give-up, not-take-no-for-an-answer, obduracy, obstinacy, pain, patience, penury, perseverance, persevere, persist, persistence, pertinacity, plod-on, plug-away, poverty, press-ahead, press-on, privation, problem, problems, purposefulness, quotations, quotes, resoluteness, resolution, resolve, satire, soldier-on, stamina, stand-fast, stand-firm, startup, startups, staunchness, stay-the-course, staying-power, steadfastness, stick-it-out, stoic, stoicism, stoics, stop-at-nothing, strength, strength-of-purpose, strong, struggle-on, stubbornness, suffer, suffering, tenacity, tirelessness, travails, trial, trials, trials-and-tribulations, tribulation, tribulations, trouble, venture-capitalist, venture-capitalists, want, wretchedness"
"I’m not everything I want to be, but I’m more than I was, and I’m still learning.",Charlotte Eriksson,"be, becoming, growing, growing-up, healing, hope, i-am, inspiration, inspo, learn, learning, more, motivation, was, wordporn"
"If only you could see the greatness in yourself, you wouldn't envy the greatness in others.","Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem","attitude, beauty, confidence, envy, greatness, haters, identity, insecure, jealous, jealousy, motivation, perspective, real-talk, secure, self-esteem, self-help, success"
"In life, most short cuts end up taking longer than taking the longer route.",Suzy Kassem,"achievement, business, career, choice-you-make, choices, decisions, determination, lessons, life, living, longer, motivation, planning, short-cuts, shortcuts, success, successful, time, timing, wisdom"
"If you are staying inside your comfort zone, It means you are in a prison and that hinders your life.",Mohith Agadi,"life, life-quotes, motivation, motivational, motivational-quotes, quote, quotes, quotes-by-mohith"
"No matter what sort of car you are driving or how fast you drive, we all meet behind the same red light.",Moe Cidaly,"being-behind-in-life, car, driving, fast, motivation, red-light, regret"
"Life makes us suffer at times if we cruise through such moments and look forward to the light the day brings, that darkness that has crippled our mind can be fought and it can be defeated.",Radhika Mundra,"compassion, darkness, depression, fight, inspirational-quotes, life, light, light-and-darkness, mind, motivation, suffering"
My heart is on the brink of a world so foreign that it feels like a fantasy. Blessed do I feel when I think of your heart which is so warm that it melts the frozen world we live in. Blessed I am with all of you that I hold near and dear to my heart.,"Imania Margria, Secrets of My Heart","author, blessed, blessed-life, fantasy, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspiring, inspiring-author, inspiring-authors, inspiring-quotes, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, love, love-quote, love-quotes, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, secrets-of-my-heart, soulmate, soulmates, true-love"
Hope is that tiny flame in a candle that continues to glow even after the wax around it has melted.,Hema Aushat,"hope, inspirational-quotes, mindset, motivation"
"By worrying about the future, We will convolute our present lives.",Mohith Agadi,"future, life, life-quotes, motivation, motivational, motivational-quotes, present, quote, quotes"
It doesn’t cost much to be Happy if the currency of your heart is the blowing of the breeze and the swaying of the trees.,RVM,"inspiration, motivation"
"Primo, si deve ricordare che il vostro sogno può essere realizzato con o senza che qualcuno di aiuto.Secondo, il miglior aiuto proviene dal vostro cuore e dalla vostra mente.(First, you must remember that your dreams can be realized with or without others' help.Second, the best help comes from your heart and mind.)",Imania Margria,"author, imania-margria, inspiration, inspirational, inspirational-quote, inspirational-quotes, inspiring, inspiring-author, inspiring-authors, inspiring-quotes, inspiring-quotes-on-life, inspiring-thoughts, inspiring-words, inspiring-writer, inspiring-writers, international, international-authors, italian, life, life-and-living, life-lessons, life-quotes, love, motivation, motivational, motivational-inspirational, motivational-quote, motivational-quotes, poesia"
