quote,author,category
Heavy burdens fell away so easily when one is traveling.,"Barbara Hodgson, The Tattooed Map","heavy-burdens, travel"
Let's go together and go to different places and see different things. It'll be fun!- Gon Freaks,"Togashi, Yoshihiro",travel
Looking back I can see that there have been no breaks from one departure to the next, I start planning again before we've even arrived back home.,"Barbara Hodgson, The Tattooed Map"
"I’m fine. I’m at an antique store, by the clothes store just a mile or so from-”	“Which clothes store, Tess? If you haven’t noticed, there are about a million.","Embee, Tess Embers","lost, paris, travel"
"Aren’t there different electrical outlets here? And what about money? And isn’t it-”	“Relax, Tess,” Taylor told me. “I have everything covered.","Embee, Tess Embers","travel, worries"
There are million countries which we will visit together.,Christine Minasian,"country, love, travel, visit"
We speed through the streets past modern buildings and ancient architecture. Gazing through the taxi window Rome becomes a wet painting someone has wiped a hand across.,"Kevin James Moore, The Go-Go Girl","art, travel, viewpoint"
"My travels inevitably begin with copious research and planning. I began this kind of planning long ago when I was very young and anxious to hit the road. Hours were spent pouring over junior encyclopedias memorizing the names of exotic-sounding cities---Addis, Ababa, Samarkand, Damascus. Lengthy lists were written detailing the most minute necessities: three pairs of socks, two pencils. spare batteries, rope.","Barbara Hodgson, The Tattooed Map","arm-chair-travel, packing, planning, travel"
"You wanted to see the world. And yet, all I want is to see you.","Sade Andria Zabala, Coffee and Cigarettes","breakup, heartache, heartbreak, love, pain, travel"
I love getting lost on purpose,"Lisa Desrochers, A Little Too Far","life, travel"
"Bulgaria, I reflected as I walked back to the hotel, isn’t a country; it’s a near-death experience.","Bill Bryson, Neither Here nor There: Travels in Europe","1990, 1990s, adventure, bulgaria, city-centre, country, crisis, death, eastern-europe, europe, european, europeans, night-club, nightlife, post-communist, sofia, travel"
I don't like dealing with money transactions in poor countries. I get confused between the feeling that I shouldn't haggle with poverty and getting ripped off,"Alex Garland, The Beach","development, haggling, poverty, travel"
"As a traveler, I've often found that the more a culture differs from my own, the more I am struck by its essential humanity.","Rick Steves, Travel as a Political Act","culture, humanity, people, travel"
Leave no path untaken.,"Neil Gaiman, The Graveyard Book","adventure, inspirational, travel"
"You are only given one life, one chance at fully living it...take risks, believe in your dreams, explore the world and her people, live out loud!","Danell Lynn, Philanthropic Wanderlust","inspirational, philanthropy, risk, travel"
"When you traveled with company, the country would shrink away; your companion would become the subject of your voyage as much as the country itself. As for group travel, the country would end up being the silent host whose presence one forgets like one does an overly timid guest, the principal subject becoming the backdrop.","Édouard Levé, Suicide",travel
"Why was I still traveling? Was it purely because it was better than turning around and going home, where I would have to make grown-up choices about my future? Or was I waiting to happen across a place that would tell me to stay?","Pete Spurrier, Unsavory Elements: Stories of Foreigners on the Loose in China","china, hong-kong, pete-spurrier, travel, unsavory-elements"
"You can travel the world but If you cannot let go of the past, you will never move on.","Gerald Freeman, Kill Daddy","abuse, africa, journey, trauma, travel"
"Butterflies have always had wings; people have always had legs. While history is marked by the hybridity of human societies & the desire for movement, the reality of most of migration today reveals the unequal relations between rich & poor, between North and South, between whiteness and its others.","Harsha Walia, Undoing Border Imperialism","borders, capital, immigration, imperialism, migration, travel"
"To the tourist, travel is a means to an end; to the traveler, it's an end in itself.",Marty Rubin,"tourists, travel, travelers"
"Occasionally, merely for the pleasure of being cruel, we put unoffending Frenchmen on the rack with questions framed in the incomprehensible jargon of their native language, and while they writhed, we impaled them, we peppered them, we scarified them, with their own vile verbs and participles.","Mark Twain, The Innocents Abroad","france, french, humor, language, travel"
I find having your own car is like a passport to the world.,"Gloria Whelan, See What I See","independence, travel"
"When it was time to board my flight, I took one last glance back. I knew that I had everything with me so it was not a ""make sure I have everything"" glance. It was more like a parting glance to Philadelphia, my home, America- for I would not be coming back for ten months. (Ch 5- Twenty in Paris)","Andrea Bouchaud, Twenty in Paris: A Young American Perspective of Studying Abroad in Paris","adventure, airports, book-quote-of-oneself, college, coming-of-age, departure, discovery, home, on-my-own, study-abroad, travel"
"In the midst of this utopia, which only your fellow lone voyagers would perceive, you used to transgress society’s rules unknowingly, and no one would hold you accountable for it. You would mistakenly enter private residences, go to concerts to which you had not been invited, eat at community banquets where you could only guess the community’s identity when they started giving speeches. Had you behaved like this in your own country, you would have been taken for a liar or a fool. But the improbable ways of a foreigner are accepted. Far from your home, you used to taste the pleasure of being mad without being alienated, of being an imbecile without renouncing your intelligence, of being an impostor without culpability.","Édouard Levé, Suicide",travel
